Unnamed: 0,Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
279,1900,Paris,athlétisme,athlétisme, Lajos Gönczy,Hongrie,Men,saut en hauteur,bronze
280,1900,Paris,athlétisme,athlétisme, Irving Baxter,États-Unis,Men,saut en hauteur,or
281,1900,Paris,athlétisme,athlétisme, Patrick Joseph Leahy,Royaume-Uni,Men,saut en hauteur,argent
282,1900,Paris,athlétisme,athlétisme, Lewis Pendleton Sheldon,États-Unis,Men,"saut en hauteur, debout",bronze
283,1900,Paris,athlétisme,athlétisme, Ray Ewry,États-Unis,Men,"saut en hauteur, debout",or
284,1900,Paris,athlétisme,athlétisme, Irving Baxter,États-Unis,Men,"saut en hauteur, debout",argent
285,1900,Paris,athlétisme,athlétisme, Patrick Joseph Leahy,Royaume-Uni,Men,saut en longueur,bronze
286,1900,Paris,athlétisme,athlétisme, Alvin Kraenzlein,États-Unis,Men,saut en longueur,or
287,1900,Paris,athlétisme,athlétisme, Meyer Prinstein,États-Unis,Men,saut en longueur,argent
288,1900,Paris,athlétisme,athlétisme, Emile Torcheboeuf,France,Men,"saut en longueur, debout",bronze
289,1900,Paris,athlétisme,athlétisme, Ray Ewry,États-Unis,Men,"saut en longueur, debout",or
290,1900,Paris,athlétisme,athlétisme, Irving Baxter,États-Unis,Men,"saut en longueur, debout",argent
291,1900,Paris,athlétisme,athlétisme, Ernst Fast,Suède,Men,marathon,bronze
292,1900,Paris,athlétisme,athlétisme, Michel Theato,France,Men,marathon,or
293,1900,Paris,athlétisme,athlétisme, Emile Champion,France,Men,marathon,argent
294,1900,Paris,athlétisme,athlétisme, Carl Albert Andersen,Norvège,Men,saut à la perche,bronze
295,1900,Paris,athlétisme,athlétisme, Irving Baxter,États-Unis,Men,saut à la perche,or
296,1900,Paris,athlétisme,athlétisme, Meredith Bright Colkett,États-Unis,Men,saut à la perche,argent
297,1900,Paris,athlétisme,athlétisme, Robert Garrett,États-Unis,Men,lancer du poids,bronze
298,1900,Paris,athlétisme,athlétisme, Richard Sheldon,États-Unis,Men,lancer du poids,or
299,1900,Paris,athlétisme,athlétisme, Josiah Mccracken,États-Unis,Men,lancer du poids,argent
300,1900,Paris,athlétisme,athlétisme, Lewis Pendleton Sheldon,États-Unis,Men,triple saut,bronze
301,1900,Paris,athlétisme,athlétisme, Meyer Prinstein,États-Unis,Men,triple saut,or
302,1900,Paris,athlétisme,athlétisme, James Connolly,États-Unis,Men,triple saut,argent
303,1900,Paris,athlétisme,athlétisme, Robert Garrett,États-Unis,Men,"triple saut, debout",bronze
304,1900,Paris,athlétisme,athlétisme, Ray Ewry,États-Unis,Men,"triple saut, debout",or
305,1900,Paris,athlétisme,athlétisme, Irving Baxter,États-Unis,Men,"triple saut, debout",argent
306,1900,Paris,pelote basque,pelote basque, José De Amezola Y Aspizua,Espagne,Men,cesta punta,or
307,1900,Paris,pelote basque,pelote basque, Francisco Villota Baquiola,Espagne,Men,cesta punta,or
308,1900,Paris,pelote basque,pelote basque, Maurice Durquetty,France,Men,cesta punta,argent
309,1900,Paris,pelote basque,pelote basque,Etchegaray,France,Men,cesta punta,argent
310,1900,Paris,cricket,cricket, Charles Beachcroft,Royaume-Uni,Men,cricket,or
311,1900,Paris,cricket,cricket, Arthur Ernest Birkett,Royaume-Uni,Men,cricket,or
312,1900,Paris,cricket,cricket, Alfred James Bowerman,Royaume-Uni,Men,cricket,or
313,1900,Paris,cricket,cricket, George John Buckley,Royaume-Uni,Men,cricket,or
314,1900,Paris,cricket,cricket, Francis Romulus Burchell,Royaume-Uni,Men,cricket,or
315,1900,Paris,cricket,cricket, Frederick William Christian,Royaume-Uni,Men,cricket,or
316,1900,Paris,cricket,cricket, Harry Richard Corner,Royaume-Uni,Men,cricket,or
317,1900,Paris,cricket,cricket, Frederick Wlliam Cuming,Royaume-Uni,Men,cricket,or
318,1900,Paris,cricket,cricket, William Stephen Donne,Royaume-Uni,Men,cricket,or
319,1900,Paris,cricket,cricket, Alfred James Powlesland,Royaume-Uni,Men,cricket,or
320,1900,Paris,cricket,cricket, John Symes,Royaume-Uni,Men,cricket,or
321,1900,Paris,cricket,cricket, Montagu Henry Toller,Royaume-Uni,Men,cricket,or
322,1900,Paris,cricket,cricket, W. Anderson,France,Men,cricket,argent
323,1900,Paris,cricket,cricket, W.T. Attrill,France,Men,cricket,argent
324,1900,Paris,cricket,cricket, J. Braid,France,Men,cricket,argent
325,1900,Paris,cricket,cricket, W. Browning,France,Men,cricket,argent
326,1900,Paris,cricket,cricket, R. Horne,France,Men,cricket,argent
327,1900,Paris,cricket,cricket, T.H. Jordan,France,Men,cricket,argent
328,1900,Paris,cricket,cricket, A. Mcevoy,France,Men,cricket,argent
329,1900,Paris,cricket,cricket, D. Robinson,France,Men,cricket,argent
330,1900,Paris,cricket,cricket, F. Roques,France,Men,cricket,argent
331,1900,Paris,cricket,cricket, A.J. Schneidau,France,Men,cricket,argent
332,1900,Paris,cricket,cricket, Henry John Terry,France,Men,cricket,argent
333,1900,Paris,cricket,cricket, P.H. Tomalin,France,Men,cricket,argent
334,1900,Paris,croquet,croquet,Aumoitte,France,Men,double,or
335,1900,Paris,croquet,croquet,Johin,France,Men,double,or
336,1900,Paris,croquet,croquet,Waydelich,France,Men,individuel 1 balle,bronze
337,1900,Paris,croquet,croquet,Aumoitte,France,Men,individuel 1 balle,or
338,1900,Paris,croquet,croquet,Johin,France,Men,individuel 1 balle,argent
339,1900,Paris,croquet,croquet,Sautreau,France,Men,individuel 2 balles,bronze
340,1900,Paris,croquet,croquet,Waydelich,France,Men,individuel 2 balles,or
341,1900,Paris,croquet,croquet,Vignerot,France,Men,individuel 2 balles,argent
342,1900,Paris,cyclisme,cyclisme sur piste, ..... Daumain,France,Men,25 kilomètres,bronze
343,1900,Paris,cyclisme,cyclisme sur piste, Louis Bastien,France,Men,25 kilomètres,or
344,1900,Paris,cyclisme,cyclisme sur piste, Louis Hildebrand,France,Men,25 kilomètres,argent
345,1900,Paris,cyclisme,cyclisme sur piste, John Henry Lake,États-Unis,Men,sprint indivual,bronze
346,1900,Paris,cyclisme,cyclisme sur piste, Georges Taillandier,France,Men,sprint indivual,or
347,1900,Paris,cyclisme,cyclisme sur piste, Fernand Sanz,France,Men,sprint indivual,argent
348,1900,Paris,équitation,saut équestre d'obstcale, Georges Van De Poele,Belgique,Men,saut en hauteur,bronze
349,1900,Paris,équitation,saut équestre d'obstcale, Dominique Maximien Garderes,France,Men,saut en hauteur,or
350,1900,Paris,équitation,saut équestre d'obstcale, Gian Giorgio Trissino,Italie,Men,saut en hauteur,or
351,1900,Paris,équitation,saut équestre d'obstcale, Louis De Champsavin,France,Men,individuel,bronze
352,1900,Paris,équitation,saut équestre d'obstcale, Aimé Haegeman,Belgique,Men,individuel,or
353,1900,Paris,équitation,saut équestre d'obstcale, Georges Van De Poele,Belgique,Men,individuel,argent
354,1900,Paris,équitation,saut équestre d'obstcale,De Bellegarde,France,Men,saut en longueur individuel,bronze
355,1900,Paris,équitation,saut équestre d'obstcale, Constant Van Langhendonck,Belgique,Men,saut en longueur individuel,or
356,1900,Paris,équitation,saut équestre d'obstcale, Gian Giorgio Trissino,Italie,Men,saut en longueur individuel,argent
357,1900,Paris,haie,haie, Léon See,France,Men,épée individuelle,bronze
358,1900,Paris,haie,haie, Ramon Fonst,Cuba,Men,épée individuelle,or
359,1900,Paris,haie,haie, Louis Perree,France,Men,épée individuelle,argent
360,1900,Paris,haie,haie, Léon See,France,Men,"épée, amateurs et maîtres",bronze
361,1900,Paris,haie,haie, Albert Ayat,France,Men,"épée, amateurs et maîtres",or
362,1900,Paris,haie,haie, Ramon Fonst,Cuba,Men,"épée, amateurs et maîtres",argent
363,1900,Paris,haie,haie, Henri Laurent,France,Men,"épée, maîtres",bronze
364,1900,Paris,haie,haie, Albert Ayat,France,Men,"épée, maîtres",or
365,1900,Paris,haie,haie, Emile Bougnol,France,Men,"épée, maîtres",argent
366,1900,Paris,haie,haie, Marcel Jacques Boulenger,France,Men,feuille individuelle,bronze
367,1900,Paris,haie,haie, Emile Coste,France,Men,feuille individuelle,or
368,1900,Paris,haie,haie, Henri Masson,France,Men,feuille individuelle,argent
369,1900,Paris,haie,haie, Jean-Baptiste Mimiague,France,Men,"feuille d'aluminium, maîtres",bronze
370,1900,Paris,haie,haie, Lucien Merignac,France,Men,"feuille d'aluminium, maîtres",or
371,1900,Paris,haie,haie, Alphonse Kirchhoffer,France,Men,"feuille d'aluminium, maîtres",argent
372,1900,Paris,haie,haie, Siegfried Flesch,Autriche,Men,sabre individuel,bronze
373,1900,Paris,haie,haie, Georges De La Falaise,France,Men,sabre individuel,or
374,1900,Paris,haie,haie, Léon Thiebaut,France,Men,sabre individuel,argent
375,1900,Paris,haie,haie, Milan Neralic,Autriche,Men,"sabre, masters",bronze
376,1900,Paris,haie,haie, Antonio Conte,Italie,Men,"sabre, masters",or
377,1900,Paris,haie,haie, Italo Santelli,Italie,Men,"sabre, masters",argent
378,1900,Paris,football,football, Albert Delbecque,Belgique,Men,football,bronze
379,1900,Paris,football,football, R. Kelecom,Belgique,Men,football,bronze
380,1900,Paris,football,football, Marcel Leboutte,Belgique,Men,football,bronze
381,1900,Paris,football,football,Londot,Belgique,Men,football,bronze
382,1900,Paris,football,football, Ernest Moreau,Belgique,Men,football,bronze
383,1900,Paris,football,football, E. Neefs,Belgique,Men,football,bronze
384,1900,Paris,football,football, Georges Pelgrims,Belgique,Men,football,bronze
385,1900,Paris,football,football, Alphonse Renier,Belgique,Men,football,bronze
386,1900,Paris,football,football, E. Spannoghe,Belgique,Men,football,bronze
387,1900,Paris,football,football, Erich Thornton,Belgique,Men,football,bronze
388,1900,Paris,football,football,Van Heuckelum,Belgique,Men,football,bronze
389,1900,Paris,football,football, Claude Percy Buckenham,Royaume-Uni,Men,football,or
390,1900,Paris,football,football, T.E. Burridge,Royaume-Uni,Men,football,or
391,1900,Paris,football,football, Alfred Ernest Chalk,Royaume-Uni,Men,football,or
392,1900,Paris,football,football, William Sullivan Grosling,Royaume-Uni,Men,football,or
393,1900,Paris,football,football, A. Haslam,Royaume-Uni,Men,football,or
394,1900,Paris,football,football, J.H. Jones,Royaume-Uni,Men,football,or
395,1900,Paris,football,football, J. Nicholas,Royaume-Uni,Men,football,or
396,1900,Paris,football,football, William Francis Quash,Royaume-Uni,Men,football,or
397,1900,Paris,football,football, F.G. Spackman,Royaume-Uni,Men,football,or
398,1900,Paris,football,football, R.R. Turner,Royaume-Uni,Men,football,or
399,1900,Paris,football,football, James Edward Zealley,Royaume-Uni,Men,football,or
400,1900,Paris,football,football, Pierre Allemane,France,Men,football,argent
401,1900,Paris,football,football,Bach,France,Men,football,argent
402,1900,Paris,football,football, Jean Bloch,France,Men,football,argent
403,1900,Paris,football,football, Fernand Canelle,France,Men,football,argent
404,1900,Paris,football,football,Duparc,France,Men,football,argent
405,1900,Paris,football,football,Fraysse,France,Men,football,argent
406,1900,Paris,football,football,Gaillard,France,Men,football,argent
407,1900,Paris,football,football, René Garnier,France,Men,football,argent
408,1900,Paris,football,football,Grandjean,France,Men,football,argent
409,1900,Paris,football,football,Huteau,France,Men,football,argent
410,1900,Paris,football,football,Lambert,France,Men,football,argent
411,1900,Paris,football,football,Macaire,France,Men,football,argent
412,1900,Paris,football,football,Peltier,France,Men,football,argent
413,1900,Paris,golf,golf, David Donaldson Robertson,Royaume-Uni,Men,individuel,bronze
414,1900,Paris,golf,golf, Charles Edward Sands,États-Unis,Men,individuel,or
415,1900,Paris,golf,golf, Walter Rutherford,Royaume-Uni,Men,individuel,argent
416,1900,Paris,golf,golf, Daria Pratt,États-Unis,Women,individuel,bronze
417,1900,Paris,golf,golf, Margaret Ives Abbott,États-Unis,Women,individuel,or
418,1900,Paris,golf,golf, Pauline Whittier,États-Unis,Women,individuel,argent
419,1900,Paris,gymnastique,gymnastique artistique, Lucien Demanet,France,Men,individuel tout-terrain,bronze
420,1900,Paris,gymnastique,gymnastique artistique, Gustave Sandras,France,Men,individuel tout-terrain,or
421,1900,Paris,gymnastique,gymnastique artistique, Noël Bas,France,Men,individuel tout-terrain,argent
422,1900,Paris,polo,polo, Jean Boussod,Equipe mixte aux Jeux Olympiques,Men,polo,bronze
423,1900,Paris,polo,polo, Louis Duc De Bisaccia,Equipe mixte aux Jeux Olympiques,Men,polo,bronze
424,1900,Paris,polo,polo, A. Fauquet Lemaitre,Equipe mixte aux Jeux Olympiques,Men,polo,bronze
425,1900,Paris,polo,polo, Maurice Raoul-Duval,Equipe mixte aux Jeux Olympiques,Men,polo,bronze
426,1900,Paris,polo,polo, Dennis Daly,Equipe mixte aux Jeux Olympiques,Men,polo,or
427,1900,Paris,polo,polo, Foxhall Parker Keene,Equipe mixte aux Jeux Olympiques,Men,polo,or
428,1900,Paris,polo,polo, Frank Jay Mackey,Equipe mixte aux Jeux Olympiques,Men,polo,or
429,1900,Paris,polo,polo, Alfred Rawlinson,Equipe mixte aux Jeux Olympiques,Men,polo,or
430,1900,Paris,polo,polo, Walter Selby Buckmaster,Equipe mixte aux Jeux Olympiques,Men,polo,argent
431,1900,Paris,polo,polo, José Pierre M.J. Comte De Madre,Equipe mixte aux Jeux Olympiques,Men,polo,argent
432,1900,Paris,polo,polo, Frederick Maitland Freake,Equipe mixte aux Jeux Olympiques,Men,polo,argent
433,1900,Paris,polo,polo, Walter Adolph Mccreery,Equipe mixte aux Jeux Olympiques,Men,polo,argent
434,1900,Paris,aviron,aviron, Francois Antoine Brandt,Pays-Bas,Men,huit avec barreur (8+),bronze
435,1900,Paris,aviron,aviron, Hermanus Gerardus Brockmann,Pays-Bas,Men,huit avec barreur (8+),bronze
436,1900,Paris,aviron,aviron, Roelof Klein,Pays-Bas,Men,huit avec barreur (8+),bronze
437,1900,Paris,aviron,aviron, Ruud Gerbens Leegstra,Pays-Bas,Men,huit avec barreur (8+),bronze
438,1900,Paris,aviron,aviron, Walter Middelberg,Pays-Bas,Men,huit avec barreur (8+),bronze
439,1900,Paris,aviron,aviron, Hendrik Karel Offerhaus,Pays-Bas,Men,huit avec barreur (8+),bronze
440,1900,Paris,aviron,aviron, Walter Thijssen,Pays-Bas,Men,huit avec barreur (8+),bronze
441,1900,Paris,aviron,aviron, Henricus Tromp,Pays-Bas,Men,huit avec barreur (8+),bronze
442,1900,Paris,aviron,aviron, Johannes Wilhelmus Maria Van Dijk,Pays-Bas,Men,huit avec barreur (8+),bronze
443,1900,Paris,aviron,aviron, Louis Abell,États-Unis,Men,huit avec barreur (8+),or
444,1900,Paris,aviron,aviron, William Carr,États-Unis,Men,huit avec barreur (8+),or
445,1900,Paris,aviron,aviron, Harry Debaecke,États-Unis,Men,huit avec barreur (8+),or
446,1900,Paris,aviron,aviron, John Exley,États-Unis,Men,huit avec barreur (8+),or
447,1900,Paris,aviron,aviron, John Geiger,États-Unis,Men,huit avec barreur (8+),or
448,1900,Paris,aviron,aviron, Edward Hedley,États-Unis,Men,huit avec barreur (8+),or
449,1900,Paris,aviron,aviron, James Juvenal,États-Unis,Men,huit avec barreur (8+),or
450,1900,Paris,aviron,aviron, Roscoe Lockwood,États-Unis,Men,huit avec barreur (8+),or
451,1900,Paris,aviron,aviron, Edward Marsh,États-Unis,Men,huit avec barreur (8+),or
452,1900,Paris,aviron,aviron, Prospère Bruggeman,Belgique,Men,huit avec barreur (8+),argent
453,1900,Paris,aviron,aviron, Jules De Bisschop,Belgique,Men,huit avec barreur (8+),argent
454,1900,Paris,aviron,aviron, Oscar De Cock,Belgique,Men,huit avec barreur (8+),argent
455,1900,Paris,aviron,aviron, Oscar Charles De Somville,Belgique,Men,huit avec barreur (8+),argent
456,1900,Paris,aviron,aviron, Maurice Hemelsoet,Belgique,Men,huit avec barreur (8+),argent
457,1900,Paris,aviron,aviron, Frank Odberg,Belgique,Men,huit avec barreur (8+),argent
458,1900,Paris,aviron,aviron, Marcel Lucien Van Crombrugghe,Belgique,Men,huit avec barreur (8+),argent
459,1900,Paris,aviron,aviron, Alfred Van Landeghem,Belgique,Men,huit avec barreur (8+),argent
460,1900,Paris,aviron,aviron, Maurice Verdonck,Belgique,Men,huit avec barreur (8+),argent
461,1900,Paris,aviron,aviron, Wilhelm Carstens,Allemagne,Men,coquille à quatre cornes avec barreur (4-),bronze
462,1900,Paris,aviron,aviron, Ernst Felle,Allemagne,Men,coquille à quatre cornes avec barreur (4-),bronze
463,1900,Paris,aviron,aviron, Otto Fickeisen,Allemagne,Men,coquille à quatre cornes avec barreur (4-),bronze
464,1900,Paris,aviron,aviron, Julius Körner,Allemagne,Men,coquille à quatre cornes avec barreur (4-),bronze
465,1900,Paris,aviron,aviron, Franz Kröwerath,Allemagne,Men,coquille à quatre cornes avec barreur (4-),bronze
466,1900,Paris,aviron,aviron, Carl Lehle,Allemagne,Men,coquille à quatre cornes avec barreur (4-),bronze
467,1900,Paris,aviron,aviron, Adolf Möller,Allemagne,Men,coquille à quatre cornes avec barreur (4-),bronze
468,1900,Paris,aviron,aviron, Gustav Adolf Moths,Allemagne,Men,coquille à quatre cornes avec barreur (4-),bronze
469,1900,Paris,aviron,aviron, Hugo Rüster,Allemagne,Men,coquille à quatre cornes avec barreur (4-),bronze
470,1900,Paris,aviron,aviron, Hermann Wilker,Allemagne,Men,coquille à quatre cornes avec barreur (4-),bronze
471,1900,Paris,aviron,aviron, Henri Bouckaert,France,Men,coquille à quatre cornes avec barreur (4-),or
472,1900,Paris,aviron,aviron, Jean Cau,France,Men,coquille à quatre cornes avec barreur (4-),or
473,1900,Paris,aviron,aviron,Charlot,France,Men,coquille à quatre cornes avec barreur (4-),or
474,1900,Paris,aviron,aviron, Emile Delchambre,France,Men,coquille à quatre cornes avec barreur (4-),or
475,1900,Paris,aviron,aviron, Carl Heinrich Gossler,Allemagne,Men,coquille à quatre cornes avec barreur (4-),or
476,1900,Paris,aviron,aviron, Gustav Ludwig Gossler,Allemagne,Men,coquille à quatre cornes avec barreur (4-),or
477,1900,Paris,aviron,aviron, Oscar Gossler,Allemagne,Men,coquille à quatre cornes avec barreur (4-),or
478,1900,Paris,aviron,aviron, Henri Hazebrouck,France,Men,coquille à quatre cornes avec barreur (4-),or
479,1900,Paris,aviron,aviron, Walther Katzenstein,Allemagne,Men,coquille à quatre cornes avec barreur (4-),or
480,1900,Paris,aviron,aviron, Waldemar Tietgens,Allemagne,Men,coquille à quatre cornes avec barreur (4-),or
481,1900,Paris,aviron,aviron, Hermanus Gerardus Brockmann,Pays-Bas,Men,coquille à quatre cornes avec barreur (4-),argent
482,1900,Paris,aviron,aviron, Coenraad Christiaan Hiebendaai,Pays-Bas,Men,coquille à quatre cornes avec barreur (4-),argent
483,1900,Paris,aviron,aviron, Gerhard Oswald Lotsy,Pays-Bas,Men,coquille à quatre cornes avec barreur (4-),argent
484,1900,Paris,aviron,aviron, Paulus Jan Lotsy,Pays-Bas,Men,coquille à quatre cornes avec barreur (4-),argent
485,1900,Paris,aviron,aviron, Georges Lumpp,France,Men,coquille à quatre cornes avec barreur (4-),argent
486,1900,Paris,aviron,aviron, Charles Perrin,France,Men,coquille à quatre cornes avec barreur (4-),argent
487,1900,Paris,aviron,aviron, Daniel Soubeyran,France,Men,coquille à quatre cornes avec barreur (4-),argent
488,1900,Paris,aviron,aviron, Johannes Hester Lambertus Terwogt,Pays-Bas,Men,coquille à quatre cornes avec barreur (4-),argent
